"SID"	"count"	"gene"	"n"	"pvalue"	"qvalue"
"1:36948879-36951878"	3000	"CSF3R"	2	0.520141686336098	1
"1:37499739-37502729"	2991	"GRIK3"	3	0.569605502328446	1
"1:37937152-37940151"	3000	"ZC3H12A"	2	0.687722506534266	1
"1:37980375-37983363"	2989	"MEAF6"	1	0.799657007651635	1
"1:38019903-38022505"	2603	"SNIP1"	3	0.234240267308625	1
"1:38061522-38064521"	3000	"GNL2"	2	0.542957522347488	1
"1:38100595-38103594"	3000	"RSPO1"	3	0.568523413353202	1
"1:38156192-38158088"	1897	"CDCA8"	3	0.119645365154553	1
"1:38230779-38233804"	3026	"EPHA10"	2	0.70549734338444	1
"1:38256773-38259472"	2700	"MANEAL"	2	0.624908561367967	1
"1:38273888-38275236"	930	"YRDC"	1	0.306375568063964	1
"1:38325292-38328291"	3000	"MTF1"	2	0.65783653266792	1
"1:38412723-38415728"	3006	"INPP5B"	4	0.182709257325955	1
"1:38456593-38458760"	2168	"SF3A3"	0	0.872446375126728	1
"1:38471177-38474176"	3000	"FHL3"	3	0.309629745445805	1
"1:38475413-38478412"	3000	"UTP11L"	1	NA	NA
"1:38512450-38515449"	3000	"POU3F1"	3	0.556173560636048	1
"1:39325495-39328339"	2845	"RRAGC"	2	0.697746640822845	1
"1:39339777-39342776"	1098	"MYCBP"	3	0.0517168338019392	1
"1:39342777-39344769"	1993	"GJA9"	0	0.928095935016955	1
"1:39407456-39410455"	3000	"RHBDL2"	0	0.973834090422796	1
"1:39453915-39456893"	2979	"AKIRIN1"	1	0.811861934777085	1
"1:39488989-39491988"	3000	"NDUFS5"	1	0.764519841966508	1
"1:39547904-39548128"	225	"MACF1"	0	0.208026990188905	1
"1:39955652-39957316"	1665	"BMP8A"	0	0.814771955007551	1
"1:40041925-40045422"	3498	"PABPC4"	4	0.253712049469735	1
"1:40105617-40108347"	2731	"HEYL"	5	0.168335082526884	1
"1:40137724-40140709"	2986	"NT5C1A"	4	0.394054302847477	1
"1:40157361-40160088"	2728	"HPCAL4"	3	0.33272953183486	1
"1:40201553-40204537"	2984	"PPIE"	12	0.0429235006874477	1
"1:40254533-40257532"	2599	"BMP8B"	0	0.942566299946286	1
"1:40349178-40352176"	2999	"TRIT1"	6	0.0222399731792512	1
"1:40367685-40370686"	3002	"MYCL"	2	0.53205076685289	1
"1:40417801-40420800"	3000	"MFSD2A"	3	0.325619029343668	1
"1:40503254-40505903"	2650	"CAP1"	0	0.955410393365159	1
"1:40563375-40566141"	2767	"PPT1"	3	0.397193112907104	1
"1:40624044-40627037"	2994	"RLF"	7	0.0389866474373747	1
"1:40710572-40713571"	3000	"TMCO2"	0	0.959242937336524	1
"1:40720778-40723777"	3000	"ZMPSTE24"	3	0.38663347482447	1
"1:40782966-40785965"	3000	"COL9A2"	3	0.405298182185146	1
"1:40860575-40860823"	249	"SMAP2"	0	0.246141538163903	1
"1:40913336-40915777"	2442	"ZFP69B"	3	0.34051509678194	1
"1:40940301-40942885"	2585	"ZFP69"	6	0.0371678671444461	1
"1:40971432-40974411"	2980	"EXO5"	2	0.703310323602324	1
"1:40994232-40997231"	3000	"ZNF684"	5	0.165833297593138	1
"1:41131329-41134323"	2995	"RIMS3"	1	0.891400105607588	1
"1:41154360-41157413"	3053	"NFYC"	1	0.883151825042037	1
"1:41246683-41249682"	3000	"KCNQ4"	0	0.946568655612317	1
"1:41328018-41331017"	3000	"CITED4"	2	0.519776523209124	1
"1:41442006-41445005"	3000	"CTPS1"	4	0.157269923101145	1
"1:41488909-41490426"	1518	"SLFNL1"	1	0.439683537980374	1
"1:41626971-41710787"	3155	"SCMH1"	2	0.662142924707142	1
"1:41825928-41826951"	520	"FOXO6"	1	0.0887865974747192	1
"1:41950342-41953343"	3002	"EDN2"	6	0.0468154744749582	1
"1:42384169-42387377"	3209	"HIVEP3"	2	0.744882542368659	1
"1:42616091-42619090"	3000	"GUCA2B"	4	0.555378710136848	1
"1:42630426-42633388"	2963	"GUCA2A"	7	0.0409704070312166	1
"1:42801548-42803902"	2355	"FOXJ3"	1	0.83292508228749	1
"1:42843476-42846475"	3000	"RIMKLA"	5	0.217536342513252	1
"1:42921938-42922201"	264	"ZMYND12"	0	0.296919889281669	1
"1:43002114-43002154"	41	"CCDC30"	0	0.0544687586254244	1
"1:43121095-43124094"	3000	"PPIH"	2	0.74453935454648	1
"1:43145097-43148096"	3000	"YBX1"	4	0.539414962262659	1
"1:43205811-43208924"	3114	"CLDN19"	1	0.893175705718672	1
"1:43231756-43232938"	1183	"C1orf50"	1	0.402950767365671	1
"1:43310660-43312278"	1619	"ZNF691"	3	0.242912491381943	1
"1:43424501-43427529"	3029	"SLC2A1"	4	0.193502365400851	1
"1:43610921-43613621"	92	"FAM183A"	0	0.0889808859385836	1
"1:43636418-43637785"	817	"WDR65"	1	NA	NA
"1:43732664-43735663"	3000	"TMEM125"	2	0.546609967972732	1
"1:43751288-43754249"	2962	"C1orf210"	0	0.942793193360263	1
"1:43763663-43766662"	3000	"TIE1"	3	0.319909134694662	1
"1:43800477-43803476"	3000	"MPL"	1	0.778312198788263	1
"1:43821625-43824624"	3000	"CDC20"	5	0.0648549238570101	1
"1:43833689-43836688"	3000	"ELOVL1"	2	0.540354393133716	1
"1:43855475-43858454"	2904	"MED8"	4	0.140342520773648	1
"1:43921304-43922659"	1356	"HYI"	1	0.366263301913797	1
"1:43993546-43996559"	3013	"PTPRF"	1	0.763915230380439	1
"1:44112828-44115827"	3000	"KDM4A"	3	0.302711531207557	1
"1:44171186-44173216"	2031	"ST3GAL3"	1	0.564654636668196	1
"1:44409610-44412609"	3000	"IPO13"	0	0.937151712070038	1
"1:44433694-44435674"	1981	"DPH2"	2	0.271308608080568	1
"1:44439041-44440318"	1278	"ATP6V0B"	1	0.327052799716201	1
"1:44443966-44444864"	899	"B4GALT2"	0	0.563164628886357	1
"1:44482228-44485227"	3000	"SLC6A9"	2	0.515727709094645	1
"1:44581521-44584520"	3000	"KLF17"	3	0.531786743936865	1
"1:44676126-44679125"	3000	"DMAP1"	2	0.526267858639063	1
"1:44820880-44823909"	2818	"ERI3"	5	0.124662457334552	1
"1:44867959-44870864"	2906	"RNF220"	2	0.53951759086879	1
"1:45140227-45140383"	157	"TMEM53"	0	0.133576367210747	1
"1:45202491-45205490"	3000	"KIF2C"	0	0.939858400589102	1
"1:45238245-45241107"	2863	"RPS8"	0	0.931607200635007	1
"1:45253377-45256376"	2983	"BEST4"	1	0.765626866400314	1
"1:45263035-45265895"	2861	"PLK3"	2	0.494822685530957	1
"1:45272347-45274643"	533	"TCTEX1D4"	3	0.00164184669284002	1
"1:45308735-45311615"	2881	"PTCH2"	0	0.937384760683546	1
"1:45452282-45455281"	3000	"EIF2B3"	2	0.525000573471544	1
"1:45477001-45477817"	817	"HECTD3"	1	0.18193301567558	1
"1:45672228-45675227"	3000	"ZSWIM5"	1	0.841002660259634	1
"1:45789544-45791915"	2372	"HPDL"	0	0.89416207938497	1
"1:45805835-45808834"	2957	"MUTYH"	3	0.513906180728983	1
"1:45956838-45957578"	741	"TESK2"	0	0.496014265572253	1
"1:45965646-45966853"	1208	"CCDC163P"	1	NA	NA
"1:45987628-45990627"	3000	"PRDX1"	2	0.532831863351235	1
"1:46013454-46016213"	2760	"AKR1A1"	0	0.921696177409526	1
"1:46046716-46049730"	3014	"NASP"	4	0.140783116799169	1
"1:46152208-46152884"	677	"GPBP1L1"	1	0.128456613732778	1
"1:46216321-46219320"	3000	"IPP"	8	0.0206249971119371	1
"1:46266284-46269283"	3000	"MAST2"	2	0.545224254788341	1
"1:46598708-46601379"	2672	"PIK3R3"	7	0.0397263579305736	1
"1:46637758-46640757"	3000	"TSPAN1"	2	0.521551831770263	1
"1:46666005-46667114"	1110	"POMGNT1"	1	0.273946973276967	1
"1:46667115-46669004"	1890	"LURAP1"	2	0.253192605526903	1
"1:46710366-46713402"	3036	"RAD54L"	2	0.520616869660504	1
"1:46769280-46769301"	22	"LRRC41"	0	0.0199630398769147	1
"1:46803389-46805847"	2459	"NSUN4"	1	0.658573076717174	1
"1:46856938-46859935"	2998	"FAAH"	1	0.768936878622069	1
"1:46969668-46972652"	2985	"DMBX1"	0	0.945066833818531	1
"1:47016931-47019886"	2956	"KNCN"	3	0.297336406670319	1
"1:47069886-47072965"	3080	"MKNK1"	4	0.160555635500561	1
"1:47082556-47083804"	1249	"MOB3C"	0	0.691473665298159	1
"1:47134126-47134497"	372	"ATPAF1"	0	0.302679377190863	1
"1:47134499-47137498"	2885	"TEX38"	1	0.799133299589794	1
"1:47184736-47187735"	3000	"EFCAB14"	4	0.226124842491602	1
"1:47261717-47264752"	3035	"CYP4B1"	1	0.918970386598383	1
"1:47407137-47410136"	3000	"CYP4A11"	0	0.988473528504097	1
"1:47486239-47489238"	3000	"CYP4X1"	1	0.914891362805926	1
"1:47530159-47533158"	2992	"CYP4Z1"	0	0.982061086574288	1
"1:47600121-47603125"	3004	"CYP4A22"	2	0.728439984795962	1
"1:47656716-47658770"	2055	"PDZK1IP1"	7	0.00446743639794308	1
"1:47697387-47699331"	1341	"TAL1"	5	0.024944737856964	1
"1:47779812-47782818"	3007	"STIL"	3	0.454901535968571	1
"1:47796468-47799467"	3000	"CMPK1"	1	0.836571836103359	1
"1:47878743-47881742"	3000	"FOXE3"	2	0.71909352892903	1
"1:47898688-47901687"	3000	"FOXD2"	3	0.489806715355296	1
"1:48462567-48465561"	2995	"TRABD2B"	2	0.7027483169548	1
"1:48685356-48688355"	3000	"SLC5A9"	10	0.259916289322701	1
"1:48937845-48940844"	3000	"SPATA6"	4	0.716201877679598	1
"1:50489585-50492584"	3000	"AGBL4"	8	0.371982401863555	1
"1:50889172-50892118"	2947	"DMRTA2"	2	0.869104230120119	1
"1:51425935-51426415"	481	"FAF1"	0	0.533868480861664	1
"1:51564905-51567878"	2974	"C1orf185"	2	0.622800189717343	1
"1:51698944-51701941"	2998	"RNF11"	2	0.631161104153976	1
"1:51810788-51813784"	2997	"TTC39A"	1	0.828810335542228	1
"1:51985000-51987994"	2995	"EPS15"	0	0.945133057232378	1
"1:52079780-52082779"	2982	"OSBPL9"	5	0.0636163309099395	1
"1:52344477-52347476"	3000	"NRD1"	3	NA	NA
"1:52456436-52459435"	3000	"RAB3B"	5	0.21626077151006	1
"1:52521843-52524046"	2204	"TXNDC12"	3	0.197147204782649	1
"1:52605045-52608044"	3000	"ZFYVE9"	6	0.0574352412769399	1
"1:52834387-52834864"	478	"CC2D1B"	0	0.445718234431956	1
"1:52870131-52870234"	104	"PRPF38A"	1	0.00686421288789123	1
"1:53018654-53021761"	3108	"ZCCHC11"	0	NA	NA
"1:53065043-53068042"	3000	"GPX7"	1	0.874128075679761	1
"1:53096065-53099014"	2950	"FAM159A"	3	NA	NA
"1:53164038-53167037"	3000	"SELRC1"	0	NA	NA
"1:53189130-53192179"	3049	"ZYG11B"	6	0.0644124354500098	1
"1:53305182-53308406"	3224	"ZYG11A"	2	0.58443569045343	1
"1:53387439-53389899"	2461	"ECHDC2"	2	0.42922875385799	1
"1:53389900-53392956"	3056	"SCP2"	0	0.966503952382529	1
"1:53524853-53527868"	3015	"PODN"	2	0.723843357026964	1
"1:53608249-53611288"	3040	"SLC1A7"	5	0.159623394249932	1
"1:53659100-53662099"	3000	"CPT2"	1	0.83088612256816	1
"1:53686289-53689288"	3000	"C1orf123"	4	0.165456142246214	1
"1:53704282-53707281"	3000	"MAGOH"	1	0.794201575519674	1
"1:53793611-53796725"	3115	"LRP8"	4	0.365865956254985	1
"1:53922071-53925070"	3000	"DMRTB1"	5	0.153605487225533	1
"1:54199877-54202876"	3000	"GLIS1"	5	0.145962168490816	1
"1:54304533-54307224"	2692	"NDC1"	3	0.37711180323938	1
"1:54355453-54356858"	1406	"YIPF1"	3	0.0679662431984044	1
"1:54356859-54359849"	2991	"DIO1"	5	0.105343828259397	1
"1:54411602-54411748"	147	"LRRC42"	0	0.132347661998679	1
"1:54483803-54486802"	2928	"LDLRAD1"	1	0.776577935594716	1
"1:54519111-54519272"	162	"TCEANC2"	1	0.0108348828568947	1
"1:54597541-54622442"	3167	"CDCP2"	3	0.592722331447793	1
"1:54665746-54665838"	93	"RP11-446E24.4"	0	NA	NA
"1:54872092-54875091"	3000	"SSBP3"	3	0.394097163096086	1
"1:55010900-55013899"	3000	"ACOT11"	1	0.848938252690852	1
"1:55089229-55092199"	2971	"FAM151A"	8	0.0471727959688365	1
"1:55104465-55107464"	3000	"MROH7"	2	0.738620914587514	1
"1:55178494-55178538"	45	"TTC4"	0	0.0485205841943311	1
"1:55230187-55233186"	3000	"PARS2"	5	0.110269947263637	1
"1:55266940-55269939"	3000	"TTC22"	2	0.639123057218752	1
"1:55269940"	1	"C1orf177"	0	NA	NA
"1:55352891-55355890"	3000	"DHCR24"	2	0.56762130618928	1
"1:55443464-55446463"	3000	"TMEM61"	1	0.789424706742402	1
"1:55461605-55464604"	3000	"BSND"	4	0.164998033171811	1
"1:55502220-55505219"	3000	"PCSK9"	3	0.343796923696974	1
"1:55680831-55683785"	2955	"USP24"	4	0.176002897028014	1
"1:57045241-57048240"	3000	"PPAP2B"	0	NA	NA
"1:57107994-57110993"	3000	"PRKAA2"	1	0.946326762890376	1
"1:57317478-57320477"	3000	"C8A"	4	0.718585825121585	1
"1:57431688-57434687"	3000	"C8B"	3	0.865649998925915	1
"1:59012472-59015445"	2974	"OMA1"	3	0.688674687065108	1
"1:59043166-59046165"	3000	"TACSTD2"	2	0.829192651485441	1
"1:59165764-59168746"	2983	"MYSM1"	4	0.4198408159366	1
"1:59249785-59252784"	3000	"JUN"	6	0.337167441048715	1
"1:59759652-59762651"	3000	"FGGY"	2	0.875481689046413	1
"1:60277532-60280531"	3000	"HOOK1"	3	0.912127511817126	1
"1:60392462-60395422"	2961	"CYP2J2"	3	0.811399993469263	1
"1:60539442-60542441"	3000	"C1orf87"	4	0.747813110665791	1
"1:61330907-61547978"	3023	"NFIA"	0	0.981731827262035	1
"1:62190813-62194094"	3282	"TM2D1"	4	0.51359739031918	1
"1:62205148-62208147"	3000	"INADL"	1	NA	NA
"1:62898974-62901973"	3000	"USP1"	2	0.669504444143168	1
"1:63153980-63156968"	2989	"DOCK7"	2	0.725124050953568	1
"1:63246805-63249804"	3000	"ATG4C"	3	0.528433737000911	1
"1:63785729-63788728"	3000	"FOXD3"	7	0.161017742875967	1
"1:63830260-63833259"	3000	"ALG6"	7	0.0658108710960913	1
"1:63986060-63989059"	3000	"EFCAB7"	5	0.195320711497975	1
"1:64236692-64239712"	3020	"ROR1"	3	0.538304637081802	1
"1:64666489-64669488"	3000	"UBE2U"	6	0.0994304811591398	1
"1:64933475-64936473"	2999	"CACHD1"	1	0.95033377181742	1
"1:65207777-65210776"	3000	"RAVER2"	2	0.770911795933371	1
"1:65432187-65435186"	3000	"JAK1"	5	0.28034919573878	1
"1:65610231-65613884"	3651	"AK4"	9	0.00930784512041629	1
"1:65727429-65730435"	3006	"DNAJC6"	2	0.750730856935924	1
"1:65883269-65883333"	65	"LEPROT"	1	0.00407132886961212	1
"1:65883334-65886268"	2935	"LEPR"	5	0.425865802021048	1
"1:66255855-66819321"	2942	"PDE4B"	15	5.95994321252599e-06	0.0847682723117572
"1:66996824-66999963"	3139	"SGIP1"	7	0.123933941548092	1
"1:67266939-67269938"	3000	"INSL5"	4	0.552827247518817	1
"1:67374842-67391944"	1384	"WDR78"	2	0.431539217371273	1
"1:67394555-67394701"	147	"MIER1"	0	0.218135673531522	1
"1:67519782-67522781"	3000	"SLC35D1"	4	0.694007047020199	1
"1:67770046-67773045"	3000	"IL12RB2"	3	0.608156001281871	1
"1:67896069-67899097"	3029	"SERBP1"	3	0.480254993719498	1
"1:68147859-68150742"	2884	"GADD45A"	4	0.333094917771035	1
"1:68299150-68302149"	3000	"GNG12"	0	0.962062447481957	1
"1:68517314-68519480"	2167	"DIRAS3"	3	0.407849634244968	1
"1:68698236-68701265"	3030	"WLS"	2	0.825750518780228	1
"1:68915642-68918641"	3000	"RPE65"	5	0.439701130134838	1
"1:68962797-68965798"	3002	"DEPDC1"	3	0.637368557634163	1
"1:70222857-70225847"	2991	"LRRC7"	10	0.0583129819534517	1
"1:70671303-70672362"	1060	"LRRC40"	2	0.19837634515262	1
"1:70873900-70876953"	3053	"CTH"	2	0.732602440239389	1
"1:71513471-71516490"	3020	"PTGER3"	3	0.894085935360995	1
"1:71546980-71549971"	2992	"ZRANB2"	2	0.958401338292329	1
"1:72748417-72751404"	2988	"NEGR1"	4	0.81712516377008	1
"1:74660925-74663924"	2971	"FPGT-TNNI3K"	5	0.55039473693906	1
"1:75198714-75198838"	125	"TYW3"	0	0.24071537758889	1
"1:75591118-75594117"	3000	"LHX8"	11	0.0611137573816543	1
"1:76076769-76079798"	3030	"SLC44A5"	9	0.179187836242505	1
"1:76187042-76190392"	3350	"ACADM"	4	0.646100514187226	1
"1:76248885-76251884"	3000	"RABGGTB"	2	0.8732490984072	1
"1:76260764-76262565"	1802	"MSH4"	2	0.562504276003564	1
"1:76398116-76401115"	3000	"ASB17"	9	0.0300333571144972	1
"1:76537403-76540402"	3000	"ST6GALNAC3"	7	0.277604339400325	1
"1:77330185-77333124"	2940	"ST6GALNAC5"	7	0.225293824114411	1
"1:77685111-77688114"	3004	"PIGK"	6	0.597966274079788	1
"1:77744735-77747734"	3000	"AK5"	6	0.111152092487435	1
"1:78148343-78151342"	3000	"ZZZ3"	1	0.816092469069648	1
"1:78225537-78228536"	3000	"USP33"	1	0.818568810471267	1
"1:78242308-78245307"	3000	"FAM73A"	4	NA	NA
"1:78351199-78354311"	3112	"NEXN"	3	0.41298377876614	1
"1:78444770-78447769"	3000	"FUBP1"	4	0.403576832961085	1
"1:78467635-78470536"	2902	"DNAJB4"	3	0.368756603698005	1
"1:78508588-78511584"	2997	"GIPC2"	2	0.635697553815071	1
"1:79083087-79086086"	3000	"IFI44L"	5	0.446733222563361	1
"1:79112515-79115514"	3000	"IFI44"	3	0.769820524393058	1
"1:79472403-79475402"	3000	"ELTD1"	7	NA	NA
"1:84464815-84467814"	3000	"TTLL7"	1	0.988006821612074	1
"1:84606953-84609952"	3000	"PRKACB"	0	0.998225026702461	1
"1:84861214-84864213"	3000	"DNASE2B"	5	0.455185636929464	1
"1:84941941-84944938"	2997	"RPF1"	5	0.386250058613432	1
"1:84972248-84975247"	3000	"GNG5"	0	0.994158885827484	1
"1:85040147-85043162"	3016	"CTBS"	0	0.991203610591552	1
"1:85156228-85159239"	3012	"SSX2IP"	1	0.939793972112445	1
"1:85331842-85361895"	3005	"LPAR3"	4	0.50729615337663	1
"1:85462795-85465794"	3000	"MCOLN2"	3	0.717302066246439	1
"1:85514129-85517128"	3000	"MCOLN3"	3	0.670667200228362	1
"1:85666792-85669727"	2596	"SYDE2"	0	0.971348211575224	1
"1:85742773-85745586"	2814	"BCL10"	5	0.673200357832588	1
"1:85930823-85933822"	3000	"DDAH1"	2	0.607554508160712	1
"1:86043443-86046442"	3000	"CYR61"	3	0.390712283939022	1
"1:86174101-86177115"	3015	"ZNHIT6"	4	0.33519797003759	1
"1:86622446-86625153"	2708	"COL24A1"	5	0.299540901277403	1
"1:86862023-86865022"	3000	"ODF2L"	4	0.7317188578094	1
"1:86886768-86889767"	3000	"CLCA2"	1	0.975153780880227	1
"1:86931394-86934049"	2656	"CLCA1"	0	0.992557386486329	1
"1:87009760-87012759"	3000	"CLCA4"	0	0.994918543090661	1
"1:87167258-87170257"	3000	"SH3GLB1"	3	0.616238498635029	1
"1:87380048-87380355"	308	"HS2ST1"	3	0.000862645480945586	1
"1:87791150-87794149"	3000	"LMO4"	3	0.627170286177895	1
"1:89146921-89149903"	2983	"PKN2"	3	0.53628032552741	1
"1:89357301-89360300"	3000	"GTF2B"	3	0.544273475222409	1
"1:89458459-89461642"	3035	"RBMXL1"	1	0.932565583356166	1
"1:89461455-89461603"	149	"CCBL2"	0	NA	NA
"1:89488565-89491548"	2984	"GBP3"	7	0.0713125243977365	1
"1:89531043-89534042"	3000	"GBP1"	0	0.98968489866978	1
"1:89591797-89594796"	3000	"GBP2"	2	0.849992557876963	1
"1:89641723-89644722"	3000	"GBP7"	0	0.996068566174478	1
"1:89664615-89667614"	3000	"GBP4"	3	0.799855396740659	1
"1:89737545-89741543"	3999	"GBP5"	4	0.886885249849185	1
"1:89826616-89829615"	3000	"GBP6"	7	0.356986529337969	1
"1:89987461-89990460"	3000	"LRRC8B"	2	0.835975737405229	1
"1:90095643-90098629"	2987	"LRRC8C"	3	0.56537155190171	1
"1:90457677-90460694"	3017	"ZNF326"	2	0.650191112735754	1
"1:91182794-91185793"	3000	"BARHL2"	4	0.716135717768208	1
"1:91487770-91490811"	3042	"ZNF644"	2	0.937155329840317	1
"1:91870426-91873425"	3000	"HFM1"	3	0.737609889035098	1
"1:91963407-91966448"	3041	"CDC7"	3	0.525296170147485	1
"1:92414708-92414926"	219	"BRDT"	0	0.205148167666918	1
"1:92492538-92495537"	3000	"EPHX4"	4	0.264498398304173	1
"1:92542861-92545891"	3030	"BTBD8"	1	0.87774334871709	1
"1:92952433-92954627"	2195	"GFI1"	4	0.237120770243896	1
"1:93257961-93260960"	3000	"EVI5"	2	0.780978891077374	1
"1:93294593-93297580"	2988	"RPL5"	2	0.612259892194933	1
"1:93427057-93430056"	3000	"FAM69A"	4	0.229136593983695	1
"1:93541791-93544793"	3002	"MTF2"	1	0.881548647361738	1
"1:93645247-93645474"	228	"CCDC18"	0	0.248305795188381	1
"1:93808477-93811443"	2967	"DR1"	0	0.93895910378859	1
"1:93910687-93913805"	3118	"FNBP1L"	1	0.827719213779233	1
"1:94344762-94347761"	3000	"DNTTIP2"	2	0.542425226338793	1
"1:94374966-94377965"	3000	"GCLM"	1	0.775100210318848	1
"1:94586688-94589687"	3000	"ABCA4"	4	0.495317269878682	1
"1:94703121-94706188"	3068	"ARHGAP29"	1	0.892841218758935	1
"1:94880932-94884009"	3077	"ABCD3"	2	0.700200939081728	1
"1:95007356-95010355"	3000	"F3"	2	0.644758073013247	1
"1:95282900-95285955"	3054	"SLC44A3"	0	0.973149007025622	1
"1:95392834-95395734"	2901	"CNN3"	1	0.853111376500724	1
"1:95538501-95541500"	3000	"ALG14"	4	0.34484332682259	1
"1:95579893-95582892"	3000	"TMEM56"	4	0.404473228072231	1
"1:97184338-97187376"	3037	"PTBP2"	3	0.892255311700392	1
"1:98386579-98389604"	3026	"DPYD"	4	0.57407044897558	1
"1:99124235-99127195"	2959	"SNX7"	2	0.966951463146952	1
"1:99470588-99473448"	2861	"LPPR5"	6	0.453712310869283	1
"1:99726847-99729507"	2661	"LPPR4"	4	0.687172615076104	1
"1:100108498-100111497"	3000	"PALMD"	3	0.623924671796306	1
"1:100231349-100234348"	3000	"FRRS1"	4	0.430441405953989	1
"1:100312639-100315638"	3000	"AGL"	1	0.930614676844957	1
"1:100432539-100435343"	2805	"SLC35A3"	1	0.903696133522186	1
"1:100500788-100503651"	2864	"HIAT1"	0	NA	NA
"1:100598511-100598717"	188	"SASS6"	0	0.23596508435025	1
"1:100715390-100718389"	3000	"DBT"	2	0.797096796118415	1
"1:100728762-100731761"	3000	"RTCA"	1	0.924597139035999	1
"1:100815046-100818045"	3000	"CDC14A"	1	0.93578863902621	1
"1:101000727-101003691"	2965	"GPR88"	5	0.450875070792803	1
"1:101182297-101185314"	3017	"VCAM1"	4	0.740756990061373	1
"1:101361554-101361630"	77	"SLC30A7"	0	0.140102665565136	1
"1:101491328-101494327"	3000	"DPH5"	1	0.964241719647406	1
"1:101699443-101702442"	3000	"S1PR1"	8	0.0501665524083735	1
"1:102312529-102465585"	3031	"OLFM3"	10	0.127981716697646	1
"1:103574047-103577051"	3005	"COL11A1"	16	0.00428569808052722	1
"1:104065577-104068319"	2743	"RNPC3"	2	NA	NA
"1:104094321-104096893"	2573	"AMY2B"	1	NA	NA
"1:104156998-104159997"	3000	"AMY2A"	11	0.239101341919656	1
"1:104195376-104198375"	3000	"AMY1A"	0	0.997275722169315	1
"1:104239076-104241911"	2836	"AMY1B"	0	NA	NA
"1:104290027-104293026"	3000	"AMY1C"	1	0.992290718669583	1
"1:107596266-107599299"	3033	"PRMT6"	0	0.998958927038509	1
"1:107679628-107682627"	3000	"NTNG1"	9	NA	NA
"1:108507766-108510544"	2779	"VAV3"	2	0.782739896641175	1
"1:108743471-108745973"	2503	"SLC25A24"	0	0.978127086633951	1
"1:108786689-108789688"	3000	"NBPF4"	5	0.194495485242628	1
"1:108918389-108918419"	31	"NBPF6"	0	0.0406415465636613	1
"1:109100041-109100236"	196	"FAM102B"	0	0.210341404043719	1
"1:109204148-109206743"	2596	"HENMT1"	2	0.550312034104566	1
"1:109231944-109234943"	3000	"PRPF38B"	0	0.961772876082269	1
"1:109252555-109255277"	2723	"FNDC7"	3	0.475273241989545	1
"1:109286309-109289308"	3000	"STXBP3"	2	0.545032485780598	1
"1:109416602-109417970"	1369	"GPSM2"	2	0.139486064985014	1
"1:109506130-109509110"	2981	"CLCC1"	0	0.943324969142857	1
"1:109618624-109621623"	3000	"TAF13"	2	0.530178269666159	1
"1:109630402-109632423"	2022	"TMEM167B"	2	0.292272889378892	1
"1:109655369-109657582"	1945	"C1orf194"	3	0.106205276095444	1
"1:109753539-109756538"	3000	"SARS"	1	0.772720303167612	1
"1:109789640-109792639"	3000	"CELSR2"	6	0.0208781418408805	1
"1:109825790-109828789"	3000	"PSRC1"	3	0.515920915091746	1
"1:109849663-109852189"	2527	"MYBPHL"	1	0.684030203817979	1
"1:109940573-109941650"	1078	"SORT1"	0	0.673261588492054	1
"1:109968973-109972061"	3089	"PSMA5"	3	0.375882517864431	1
"1:110006179-110009248"	3069	"SYPL2"	1	0.798977247219516	1
"1:110033779-110036720"	2676	"CYB561D1"	1	0.733458237685093	1
"1:110052360-110055335"	2976	"AMIGO1"	5	0.0650906812211877	1
"1:110079493-110079547"	55	"GPR61"	0	0.0516418754387866	1
"1:110089882-110091231"	1350	"GNAI3"	2	0.140235037838912	1
"1:110155679-110158678"	3000	"GNAT2"	1	0.764366345626326	1
"1:110160053-110162505"	2453	"AMPD2"	3	0.187032324724797	1
"1:110195702-110198701"	3000	"GSTM4"	0	0.932016392701605	1
"1:110227441-110230465"	3024	"GSTM1"	2	0.526180307920707	1
"1:110254307-110254875"	569	"GSTM5"	4	0.00211361162313056	1
"1:110284384-110286659"	2276	"GSTM3"	1	0.628631022744604	1
"1:110306649-110309643"	2995	"EPS8L3"	4	0.293370746328699	1
"1:110450232-110453253"	3021	"CSF1"	1	0.75432517607302	1
"1:110524386-110527306"	2921	"AHCYL1"	4	0.129238853174211	1
"1:110574240-110577229"	2990	"STRIP1"	5	0.0558018182423083	1
"1:110613322-110616321"	3000	"ALX3"	8	0.00743593911504672	1
"1:110652061-110655060"	3000	"UBL4B"	3	0.461708221454488	1
"1:110690131-110693106"	2976	"SLC6A17"	6	0.257890549957677	1
"1:110751094-110754094"	3000	"KCNC4"	0	0.969369378778713	1
"1:110878944-110881943"	3000	"RBM15"	6	0.157010664523754	1
"1:110933648-110936703"	3056	"SLC16A4"	5	0.149773235997871	1
"1:110950330-110953545"	3116	"LAMTOR5"	2	0.712793726000763	1
"1:110990821-110993820"	2991	"PROK1"	0	0.972046438787308	1
"1:111061797-111064796"	3000	"KCNA10"	3	0.535384061650094	1
"1:111217655-111220654"	3000	"KCNA3"	5	0.236433362267871	1
