ATRX	X:76763767-77044701
CTD-3088G3.8	16:11533218-11588610
SPIN2B	X:57146230-57150978
PGLS	19:17619437-17634358
UNKL	16:1416152-1467691
CCNA2	4:122737604-122745592
DIAPH2	X:95936661-96854400
RP11-80H5.6	10:91408215-91408328
DYNC1I1	7:95398864-95739571
VPS28	8:145649058-145654188
DYNC1I2	2:172540981-172604481
SKA1	18:47898391-47918669
SKA3	13:21729127-21753685
SKA2	17:57186450-57235534
GRID2IP	7:6537339-6594066
PCDH20	13:61985323-61992654
RP11-379C10.1	9:130817971-130818289
RP11-800A3.4	11:72953793-72954054
RP11-15H20.7	19:23456810-23456940
C6orf89	6:36850639-36891258
PPP1R13B	14:104198822-104316926
PPP1R13L	19:45882896-45909874
TMC5	16:19419056-19509323
AC013449.1	2:26251056-26253976
RP4-583K8.1	20:51071157-51071537
WNT10A	2:219742139-219761549
WNT10B	12:49359742-49368545
MIR147A	9:123007198-123007401
DMC1	22:38915902-38969188
MIR1471	2:232756864-232757051
OR4A47	11:48507344-48511379
PYY	17:42030210-42061374
RP11-318C24.2	1:175891420-175891823
TM4SF18	3:149039963-149054258
TM4SF19	3:196042951-196068290
SDAD1P1	8:26237003-26237411
MAGT1	X:77086245-77154089
LAMB1	7:107562055-107646699
LAMB3	1:209788490-209828810
LAMB2	3:49156377-49173550
CYSLTR2	13:49277952-49282085
LAMB4	7:107664407-107773800
ATP7B	13:52505835-52586548
MPHOSPH9	12:123636096-123718841
MPHOSPH8	13:20204787-20246136
MPHOSPH6	16:82182233-82206828
RP11-19N8.2	16:32989690-33039033
RP11-19N8.4	16:33071417-33072143
RP11-19N8.7	16:33139270-33139409
ASTN2	9:119187792-120180316
ASTN1	1:176826748-177137023
MLF2	12:6854849-6876538
RNU4-27P	1:36866637-36866898
MGA	15:41920580-42063093
AC007551.3	7:35807871-35825248
MGP	12:15034976-15041852
AC007563.5	2:217563248-217797463
RP11-491H19.1	10:63540273-63572044
ADSS	1:244572818-244618435
SAMD4A	14:55031329-55255778
ADSL	22:40739505-40763612
SAMD4B	19:39831947-39876325
CYorf17	Y:23545397-23545502
GAS2L1	22:29699996-29711773
GAS2L3	12:100964488-101018738
GAS2L2	17:34071837-34082896
RP11-268G13.1	20:11667030-11668061
HPGDS	4:95220554-95267026
UOX	1:84844336-84848490
RP11-492A10.1	5:113859331-113859430
HN1L	16:1727336-1752319
ZW10	11:113604357-113647532
RSRC1	3:157820642-158262100
RSRC2	12:122986188-123006913
CPN2	3:194061752-194075056
CPN1	10:101802150-101844633
PYY2	17:26552338-26552437
CDADC1	13:49819046-49867072
GABBR1	6:29541712-29603961
NLGN2	17:7306291-7324973
NLGN3	X:70361710-70391637
ARHGAP44	17:12689854-12890510
ZNF733P	7:62751858-62767433
CASQ1	1:160157345-160172124
ARHGAP40	20:37227576-37280855
CASQ2	1:116243836-116314401
NLGN1	3:173113243-173999173
PCBP1-AS1	2:70202881-70296603
SOX18	20:62679462-62683978
CDC42EP3	2:37868258-37902325
CDC42EP2	11:65079288-65089052
CDC42EP1	22:37953470-37966252
CDC42EP5	19:54976208-54987410
CDC42EP4	17:71281442-71311142
GPRC6A	6:117113270-117153197
RP11-404I7.2	4:133821686-133872220
TBKBP1	17:45769629-45788004
AC104837.1	1:79154445-79154657
RAB36	22:23484512-23503883
ABI2	2:204190002-204292345
ABI3	17:47287772-47300043
ABI1	10:27040504-27153015
TESC	12:117476874-117540250
OTP	5:76926119-76937521
PITPNC1	17:65370923-65689081
KRT39	17:39113006-39126143
KRT38	17:39593613-39600172
KRT31	17:39550277-39556843
KRT32	17:39616368-39626637
KRT35	17:39633269-39639385
KRT34	17:39534301-39541635
KRT37	17:39577022-39583774
KRT36	17:39639386-39649115
IL21	4:123533819-123545210
IL20	1:207036153-207041959
IL22	12:68642552-68650280
IL25	14:23839017-23843014
IL24	1:207067787-207072887
IL27	16:28517156-28521154
IL26	12:68595547-68622570
IGLV1-36	22:22786282-22786892
TIMP1	X:47438710-47446978
RP11-326I11.4	4:185455695-185456194
CLINT1	5:157214611-157289182
CTC-365E16.1	5:71659095-71659471
RP11-761I4.3	15:81619482-81619523
DMAP1	1:44676125-44686088
AHRR	5:304293-435056
ADCY4	14:24787571-24804276
ADCY5	3:123003278-123170391
ADCY6	12:49162333-49182079
ADCY7	16:50280305-50354763
ADCY1	7:45611124-45753580
ADCY2	5:7393342-7827058
ADCY3	2:25039453-25145054
ADCY8	8:131792618-132055834
ADCY9	16:4010668-4169185
AC068134.6	2:233283708-233283951
NUCKS1	1:205687366-205722371
DDI2	1:15940993-15988244
DDI1	11:103904307-103908805
XRCC1	19:44047446-44080157
XRCC3	14:104165074-104184822
XRCC2	7:152345694-152376249
XRCC5	2:216971019-217069996
XRCC4	5:82373316-82649128
XRCC6	22:42024094-42062952
MEIS3	19:47909726-47925779
MEIS2	15:37184278-37395740
MEIS1	2:66659531-66802240
CTLA4	2:204729510-204737586
ESPNL	2:239006761-239041089
OR5AN1	11:59128931-59132962
ESPNP	1:17014806-17046826
DDX60	4:169138010-169242957
CTC-325J23.3	5:79902515-79902614
RP11-69C17.2	10:2112491-2118402
AC002451.3	7:95228803-95240457
H2AFY2	10:71809550-71871459
ADCY10	1:167778848-167885964
KCNA6	12:4915341-4920846
KCNA7	19:49568254-49579197
KCNA4	11:30032208-30041569
KCNA5	12:5150084-5155233
KCNA2	1:111136484-111171182
KCNA3	1:111211308-111220654
RP11-157E21.1	8:134902874-134915635
KCNA1	12:5016072-5022130
OPTN	10:13139081-13178966
BHMT	5:78404603-78429943
OPTC	1:203460480-203473004
MCCC2	5:70880122-70952743
MCCC1	3:182733134-182825957
ACACA	17:35443943-35769511
ACACB	12:109553564-109704231
ZDHHC3	3:44959482-45020657
PLA2G2A	1:20302186-20309931
RP11-495K9.6	12:132148240-132149092
PLA2G2C	1:20500688-20506081
PLA2G2E	1:20246824-20253109
PLA2G2D	1:20437371-20449007
PLA2G2F	1:20462822-20474904
RP11-131H24.4	14:94403993-94410487
AC009499.1	2:33952285-34402959
AC018462.2	2:62373443-62375425
OR8J2	11:55979129-55979196
OR8J3	11:55904157-55908193
OR8J1	11:56124690-56128737
AATK-AS1	17:79142817-79142871
CYFIP1	15:22889683-23003137
CYFIP2	5:156690090-156820075
FAM3B	21:42685660-42729231
GUSBP6	7:63580881-63602114
GUSBP1	5:21456663-21551441
GUSBP3	5:68935028-68953181
GUSBP2	6:26846431-26868050
KRTAP29-1	17:39458036-39459145
XX-CR54.1	1:248861993-248862316
LHPP	10:126147401-126301993
NUP188	9:131710047-131769035
GLT8D2	12:104383122-104457960
GLT8D1	3:52728732-52740037
OR2C3	1:247694766-247700140
OR2C1	16:3402888-3406945
OR51A2	11:4976000-4976942
REG1A	2:79344583-79350339
REG1B	2:79312288-79318118
MRGPRD	11:68747408-68751454
MRGPRE	11:3249061-3256615
MRGPRF	11:68772723-68783849
MRGPRG	11:3239042-3243042
RP3-429O6.1	6:6916001-6916349
IGKV2-30	2:89544198-89545240
TTC39B	9:15171942-15310357
TTC39A	1:51753813-51813784
BPNT1	1:220231105-220266803
ABHD14A-ACY1	3:52018211-52023136
BCL9	1:147010181-147096791
CTC-207P7.1	5:163631603-163631917
AC009060.1	16:70236301-70237502
BCL6	3:187457682-187466512
RP11-530C5.1	12:80098708-80137947
RP11-175P13.3	12:100570825-100570897
BCL2	18:60795760-60989612
NPEPL1	20:57267668-57290381
CLMN	14:95657808-95789242
CLMP	11:122940080-123068988
GS1-519E5.1	X:9225797-9226033
RP11-463D19.2	8:74662123-74794088
MTM1	X:149734067-149840102
CSNK1G2	19:1938186-1980350
SERPINB8	18:61634262-61672214
CSNK1G1	15:64457931-64651371
SERPINB1	6:2833759-2845080
SERPINB3	18:61322812-61332196
SERPINB2	18:61551938-61570625
SERPINB5	18:61141143-61171024
SERPINB4	18:61304883-61310903
SERPINB7	18:61417276-61471922
SERPINB6	6:2948429-2975089
FAM76B	11:95504631-95519504
FAM76A	1:28050415-28087134
EXD3	9:140200055-140312178
EXD2	14:69655226-69707935
EXD1	15:41476056-41522888
ELP6	3:47537510-47558198
ELP4	11:31531169-31805206
ELP3	8:27947583-28047298
ELP2	18:33712344-33754705
SPRYD3	12:53459564-53476203
SPRYD7	13:50489142-50510470
KLHDC4	16:87741394-87799525
KLHDC2	14:50231786-50252428
KLHDC3	6:42978949-42989035
KLHDC1	14:50156822-50218565
ASXL1	20:30943153-31025224
RNASET2	6:167343000-167373076
ASXL3	18:31155594-31326624
ASXL2	2:25964871-26104311
HDDC2	6:125597227-125626281
HDDC3	15:91474454-91478798
ZNF252P-AS1	8:146231280-146231284
AC012501.2	2:154379201-154448803
DONSON	21:34947860-34961920
SPATA12	3:57091467-57112459
SPATA17	1:217804665-218036237
SPATA16	3:172607251-172862057
SPATA19	11:133711837-133718391
SPATA18	4:52914592-52960785
VCP	9:35057069-35073832
RP11-497H16.7	5:69757923-69774474
AC061992.2	17:76310072-76346456
CEP170P1	4:119434494-119475292
RP11-497H16.9	5:69742954-69743268
RINL	19:39359722-39369194
HFE	6:26084508-26094740
GPR144	9:127210422-127239359
GPR146	7:1094920-1098249
GPR141	7:37726523-37781013
GPR142	17:72361085-72368762
GPR143	X:9693746-9737004
MIR4465	6:141004977-141005100
ZNF212	7:148933741-148951541
GPR148	2:131483642-131487809
GPR149	3:154055414-154150503
SLC7A6	16:68296826-68335327
SLC7A7	14:23242725-23292019
IGHV1-45	14:106962808-106963497
IGHV1-46	14:106966993-106967626
RP11-498C9.17	17:79925686-79926074
TRAK1	3:42062354-42265401
CITED4	1:41327019-41331017
DAGLA	11:61444904-61517472
DAGLB	7:6449392-6490642
HLA-G	6:29791755-29798323
SLC7A3	X:70145586-70153974
PHF21B	22:45278878-45408580
CSNK1A1L	13:37678272-37682800
RP5-1050E16.2	9:92515796-92519571
HIRA	22:19318952-19419423
RIN1	11:66099712-66106999
RIN3	14:92977124-93154540
RIN2	20:19864164-19983957
WWOX	16:78130326-79246096
RIPK1	6:3068378-3113686
RIPK3	14:24805225-24812241
RIPK2	8:90766974-90802710
PDCL	9:125578476-125593909
IGFBP7-AS1	4:57985358-58015236
SRCIN1	17:36689503-36765182
TUBG1	17:40761693-40767049
C2orf27A	2:132480090-132524315
CRABP1	15:78629665-78640380
CRABP2	1:156669796-156678458
C2orf27B	2:132553196-132553370
C7orf73	7:135344267-135358933
C7orf72	7:50135832-50198828
C7orf71	7:26678691-26686202
TUBG2	17:40808321-40822002
ZNF419	19:57996078-58005914
ZNF418	19:58430959-58449739
ZNF416	19:58080641-58093294
ZNF415	19:53611541-53639144
ZNF414	19:8575417-8582043
ZNF410	14:74350318-74401129
GLIPR2	9:36133741-36165258
LOXL1-AS1	15:74207447-74215796
FAM71F2	7:128312395-128323297
SSSCA1	11:65334942-65339209
POU4F1	13:79175458-79180672
POU4F2	4:147557044-147562023
POU4F3	5:145715586-145720075
RNU2-64P	3:73159774-73160144
FBF1	17:73913797-73934321
RASA1	5:86561069-86686819
RASA2	3:141202925-141328979
RASA3	13:114748657-114901085
ACTN3	11:66318658-66322903
ACTN2	1:236846769-236925933
ACTN1	14:69341487-69449082
NGFRAP1	X:102629108-102633106
ACTN4	19:39135308-39221921
RP11-493K19.3	3:50170783-50171784
EZR	6:159187906-159242339
RN7SL248P	10:46897629-46903182
RP11-806O11.1	8:17665480-17665813
RP11-1008C21.1	15:38309757-38335260
MIR4268	2:220772610-220773278
MIR4262	2:11976983-11977329
RP11-521O16.1	2:127778895-127778994
AC007040.11	2:71169363-71225000
N6AMT1	21:30248624-30260692
N6AMT2	13:21303143-21351056
GPR153	1:6310447-6324034
AC090616.2	17:30466472-30470470
RP11-57A1.1	17:70421949-70426272
ABLIM1	10:116195935-116444163
ABLIM3	5:148518053-148639242
ABLIM2	4:7966282-8163558
FAM172A	5:92956632-93450380
LINC00630	X:102063504-102063614
LINC00634	22:42346168-42346365
LINC00635	3:107564362-107564461
LINC00638	14:105290316-105290695
LINC00639	14:39304477-39304886
BIVM-ERCC5	13:103459703-103524747
RP11-706O15.5	X:3811263-3820054
RP11-706O15.7	X:3849690-3849946
RP11-706O15.1	X:3732567-3761530
RP11-706O15.3	X:3772838-3781618
ATP6V1E1	22:18075331-18114583
RAB6A	11:73388727-73475181
RAB6B	3:133546678-133617659
RAB6C	2:130734234-130738537
AC034228.4	5:131278271-131280305
RP11-154J22.1	15:48605521-48605710
RP11-352D3.2	20:4053074-4055629
RP11-15E18.4	17:58642706-58663789
RP11-573G6.10	10:22628999-22631396
DAOA	13:106115590-106142565
ERVV-1	19:53514343-53518847
ERVV-2	19:53544990-53554174
UXT	X:47509004-47521559
RP11-723O4.2	3:128580538-128589704
RP11-723O4.6	3:128628794-128684492
KRTAP5-AS1	11:1596150-1596186
GDI2	10:5807913-5858511
GDI1	X:153664862-153671813
TTC30A	2:178481372-178486693
RP1-182D15.2	6:170208298-170208699
SPG21	15:65255878-65285250
TFAP4	16:4308020-4326000
SPDL1	5:169007637-169031319
CALM1	14:90860326-90876040
NAPEPLD	7:102743828-102792738
UPK1A	19:36154714-36169068
SPTA1	1:158580979-158659487
HGSNAT	8:42992591-43054796
AC104695.4	2:28668032-28670189
CRYZL1	21:34961921-35017035
SERF2	15:44069329-44092476
RP11-486M23.1	8:29381827-29382174
OR4L1	14:20525203-20529230
NAT9	17:72764695-72771845
NAT8	2:73868032-73872519
NAT2	8:18245754-18258439
NAT1	8:18040548-18080525
NAT6	3:50333934-50336817
FAIM2	12:50264223-50300669
FAIM3	1:207074757-207098342
CCBL1	9:131595795-131644331
CCBL2	1:89408604-89461603
RP11-761N21.1	3:40822764-40822916
AC105760.2	2:237971321-237971628
RP11-699L21.1	3:193677518-193712016
COX5A	15:75212627-75233494
COX5B	2:98259520-98264548
TMEM258	11:61553478-61563273
TMEM257	X:144907360-144909925
TMEM256	17:7306292-7307455
TMEM254	10:81835425-81850683
TMEM253	14:21569261-21571535
TMEM252	9:71152227-71158782
TMEM251	14:93648374-93653430
AC023590.1	8:119294437-119345385
RNU6-1315P	12:3065477-3065493
SIPA1L1	14:71993040-72205968
SIPA1L3	19:38394867-38696999
SIPA1L2	1:232534805-232671884
PPFIA4	1:202997836-203045945
RP11-319G6.1	3:139112883-139271597
SLC35F5	2:114469367-114517399
SLC35F4	14:58030775-58335591
SLC35F6	2:26984154-27005755
SLC35F1	6:118225688-118635465
SLC35F3	1:234037678-234459060
SLC35F2	11:107663271-107779550
SUPV3L1	10:70936992-70968852
LMAN1L	15:75102193-75118098
TSPAN18	11:44749242-44952538
TSPAN19	12:85409607-85423781
MPC2	1:167885965-167909277
MPC1	6:166778862-166799485
TSPAN10	17:79607172-79612768
TSPAN11	12:31076837-31131652
TSPAN12	7:120428611-120501176
TSPAN13	7:16790350-16823210
TSPAN14	10:82211037-82290344
TSPAN15	10:71208227-71267347
TSPAN16	19:11403823-11426596
TSPAN17	5:176071560-176084792
MAB21L2	4:151500076-151505378
EAF1	3:15473491-15480752
EAF2	3:121551082-121605279
FOXF1	16:86541132-86546771
FOXF2	6:1387068-1395155
RBPJL	20:43932490-43945625
TMUB1	7:150778165-150779951
TMUB2	17:42261353-42272078
RP13-20L14.6	17:80411705-80411706
SCGB1C1	11:190079-194572
KIAA1644	22:44645398-44711730
RP13-20L14.1	17:80342595-80342739
SYNCRIP	6:86328485-86356002
AC098820.3	2:217357638-217357998
AC087491.2	17:37774485-37774987
MMAA	4:146537539-146576662
MMAB	12:109994755-110011677
TYR	11:88908039-89028631
ALG8	11:77811967-77853698
ALG9	11:111656709-111744778
RP1-213J1P__B.1	22:28082616-28113407
ALG2	9:101980181-101984581
ALG3	3:183957211-183969758
ALG1	16:5086935-5134881
ALG6	1:63830260-63902763
ALDH3B1	11:67774789-67795091
ALG5	13:37524010-37573503
WIF1	12:65445061-65518345
PDXP	22:38055193-38061987
RNGTT	6:89322343-89676314
KIAA1324L	7:86509727-86692013
RP11-861L17.3	18:66567217-66569491
CTD-2210P24.4	11:45793091-45793775
INSL4	9:5228418-5233941
INSL6	9:5163838-5188617
GALR1	18:74959503-74980980
INSL3	19:17927588-17935319
RP11-716O23.2	6:11495069-11497665
RTN1	14:60061322-60340556
RTN3	11:63445921-63525916
RDM1	17:34245313-34258519
CLUL1	18:598400-645168
PDX1	13:28491167-28498807
INMT	7:30739745-30795486
RP11-13N12.2	8:16476987-16504459
RP11-13N12.1	8:16554451-16754296
CTA-217C2.1	22:45543739-45555154
RP11-1036E20.9	11:59034103-59040541
FECH	18:55217855-55256968
RP11-640M9.2	1:144598644-144606580
ADAP1	7:934850-997305
ADAP2	17:29245753-29286081
KLHL10	17:39995512-40004619
KLHL11	17:40010014-40024628
KLHL12	1:202860226-202899370
KLHL13	X:117032849-117122375
KLHL14	18:30254544-30322118
KLHL15	X:24005959-24044416
KLHL17	1:895966-902188
KLHL18	3:47324435-47385463
CTD-3222D19.2	19:16589869-16742014
RP11-143M1.2	9:74624-90600
DMRTB1	1:53922071-53930501
C7orf61	7:100054370-100061158
RNU1-58P	7:139939681-139939942
GABPB2	1:151042801-151090787
IGIP	5:139502520-139508305
SLU7	5:159830212-159848827
C7orf66	7:108523638-108527636
ZNF200	16:3273806-3288455
PTCHD3P1	10:29698770-29717844
SLN	11:107578494-107585786
SLK	10:105724469-105785548
SLA	8:134047670-134114943
PHYH	10:13320237-13345129
RP11-274B21.1	7:128210301-128269684
AP000688.14	21:37456480-37486218
NOTCH4	6:32162618-32194843
PHGR1	15:40645342-40648634
MEAF6	1:37959629-37983363
AZIN1	8:103840712-103858788
NOTCH1	9:139390362-139443237
NOTCH2	1:120457769-120615239
NOTCH3	19:15271351-15314791
ZNF658	9:40772069-40795097
ZNF655	7:99153447-99171254
TCTEX1D2	3:196015088-196022941
TCTEX1D1	1:67220338-67243199
ZNF653	19:11594240-11609224
TCTEX1D4	1:45272308-45274643
RAPGEF4	2:173597524-173916582
RAPGEF5	7:22161981-22399532
RAPGEF6	5:130764520-130973904
N4BP2L2	13:33005270-33115935
RAPGEF1	9:134454810-134614688
RAPGEF2	4:160159892-160279323
RAPGEF3	12:48132436-48163988
ZNF384	12:6772812-6801675
ZNF383	19:37714365-37734626
POC1A	3:52108533-52191705
POC1B	12:89818888-89910738
RP11-10L7.1	4:89212161-89212448
AC005592.2	5:141707605-141952648
AC005592.1	5:142138073-142138364
KRTAP3-2	17:39155139-39159137
KRTAP3-3	17:39149386-39153384
KRTAP3-1	17:39164367-39168365
MEGT1	6:31671679-31688694
SNRPD3	22:24963886-24968110
SNRPD2	19:46190744-46198174
SNRPD1	18:19189259-19209176
NMBR	6:142383847-142412935
RP11-535A5.1	18:19924940-19929819
IFT43	14:76452334-76550002
IFT46	11:118415552-118439790
GLDN	15:51630825-51697030
GLDC	9:6532928-6648649
QPCT	2:37568752-37600061
PC	11:66616367-66717808
RP11-12J10.3	10:126435838-126483295
DHRS11	17:34945343-34955388
DHRS12	13:52342214-52381292
DHRS13	17:27223716-27232265
GPR89B	1:147397505-147468179
GPR89C	1:145883118-145927319
GPR89A	1:145764920-145830102
MAP1LC3B2	12:116994185-117014212
LGMN	14:93170272-93218046
WI2-85898F10.1	22:46285474-46285869
RP11-340B18.1	4:166603848-166604072
CAPS2	12:75672587-75725416
RP11-34P13.13	1:142812-143097
EHMT1	9:140510442-140733066
EHMT2	6:31847534-31867381
ADIPOR2	12:1797246-1895312
ADIPOR1	1:202910654-202930484
NBPF24	1:147575821-147618860
RP11-473A10.2	1:18042900-18043111
NBPF20	1:148251749-148346852
MARK4	19:45751515-45806020
STOX1	10:70584296-70652592
MARK1	1:220698567-220835563
MARK2	11:63603399-63679869
STOX2	4:184823508-184938532
RP11-181C3.1	12:98883495-98897656
AC079305.8	2:178036273-178063140
RN7SL2	14:50328433-50329986
TPD52L2	20:62497341-62523532
TPD52L3	9:6328513-6331121
TPD52L1	6:125471878-125584134
EFCAB11	14:90263528-90421032
EFCAB10	7:105220977-105224975
EFCAB13	17:45425108-45518156
EFCAB12	3:129120363-129150493
EFCAB14	1:47144125-47187735
OR7E47P	12:52501328-52502039
CAPSL	5:35904596-35941880
ACTR3C	7:149945965-150020757
ACTR3B	7:152453850-152551705
WDR13	X:48452879-48463507
WDR12	2:203745532-203774009
WDR11	10:122607686-122668273
WDR17	4:177011366-177100787
WDR16	17:9479155-9549775
WDR19	4:39181023-39290429
WDR18	19:980602-996744
STK24-AS1	13:99232122-99232395
RP11-172E9.2	13:40918554-40920421
LINC00879	3:94655921-94656852
FAM204A	10:120070332-120096860
LINC00877	3:72129316-72151669
LINC00870	3:72211474-72213182
LINC00871	14:46620754-46620853
USP9X	X:40941887-41098083
USP9Y	Y:14810159-14971383
CTD-3194G12.2	17:35078577-35079009
KRT33B	17:39520039-39529046
CGGBP1	3:88104573-88196134
ZFP41	8:144326108-144361033
ZFP42	4:188913924-188924968
AC006946.15	22:17600127-17611406
MYADML2	17:79897745-79908108
AC015922.5	17:15752266-15752328
RP1-39G22.7	1:40720732-40720776
CMPK1	1:47796468-47842477
FKBP9L	7:55750280-55759234
RP11-343H19.1	16:56742452-56742888
AC114765.1	2:220994820-221093608
ESRRAP2	13:21834412-21843232
LDLRAD1	1:54482804-54486802
LDLRAD2	1:22135757-22151713
LDLRAD3	11:35962611-36251015
HPCA	1:33349097-33359456
HTATIP2	11:20382288-20404835
APEH	3:49712071-49720824
DEFB135	8:11836829-11842152
DEFB136	8:11831109-11835107
DEFB130	8:11921815-12178824
DEFB131	4:9443259-9452331
DEFB132	20:235376-240043
DEFB133	6:49913745-49920156
NKX6-2	10:134598397-134602536
NKX6-3	8:41503858-41507877
NKX6-1	4:85414477-85422386
KCTD13	16:29916167-29940544
KCTD12	13:77453599-77463539
CRCP	7:65579591-65617339
KCTD10	12:109889346-109915332
ANKUB1	3:149479236-149570420
DPY19L2P1	7:35128235-35145822
AL589986.2	1:152096889-152097507
KCTD14	11:77727589-77751353
KRTAP10-7	21:46020496-46021729
KRTAP10-6	21:46011147-46012385
KCTD19	16:67323446-67360735
KCTD18	2:201354770-201377791
MIR1302-10	15:102499615-102502013
MIR1302-11	1:30244-30641
KIAA1407	3:113696977-113772626
SLC25A35	17:8193746-8201169
SLC25A34	1:16061264-16067890
SLC25A37	8:23383362-23429423
SLC25A36	3:140657670-140695320
SLC25A31	4:128648554-128694807
SLC25A30	13:45970025-45995508
SLC25A33	1:9596539-9645978
GPBAR1	2:219122737-219125849
SLC25A39	17:42399039-42405216
SLC25A38	3:39421837-39438060
TUBA1C	12:49621674-49667117
TUBA1B	12:49518741-49528177
TUBA1A	12:49578682-49585860
IGSF10	3:151154432-151179496
IGSF11	3:118621346-118824106
FAM102B	1:109100041-109189717
FAM102A	9:130702856-130743906
RP11-508N12.4	9:109685585-109686656
RIMKLA	1:42843475-42880717
RIMKLB	12:8847517-8930354
PGBD1	6:28246313-28270121
POMT1	9:134375288-134398587
POMT2	14:77743642-77784378
AIF1	6:31580032-31585494
AGPS	2:178254470-178403010
RP11-778D9.13	3:183849809-183850049
STOM	9:124101813-124135530
EFCC1	3:128735205-128755900
NPLOC4	17:79522403-79607171
TMEM86A	11:18717350-18726174
TMEM86B	19:55738409-55741145
LGALS13	19:40090168-40098074
LGALS12	11:63270554-63283993
LGALS16	19:40143557-40151253
LGALS14	19:40191945-40200038
SSBP4	19:18527145-18544666
RP11-779P15.2	3:99224993-99248435
PBLD	10:70042974-70092683
RP1-272J12.1	22:35443355-35443579
RP11-115H18.1	3:107148325-107149014
PGPEP1	19:18448407-18480756
SMU1	9:33047270-33079664
OR13G1	1:247835320-247839342
SSRP1	11:57093457-57105989
AC009237.8	2:96198443-96198676
IRAK1BP1	6:79574188-79612873
ADNP	20:49507925-49550526
C1orf174	1:3806455-3818070
C1orf177	1:55269940-55307605
C1orf170	1:914214-918554
C1orf173	1:75036847-75115048
C1orf172	1:27276560-27278422
RBBP8NL	20:60985291-61002050
GPC1	2:241372114-241405784
GPC2	7:99767227-99777989
GPC3	X:132670102-133122672
GPC4	X:132436874-132552204
GPC5	13:92047934-93518767
GPC6	13:93876093-95055553
SNTN	3:63635343-63649813
RP4-717I23.3	1:93773028-93807077
KIAA1984	9:139690814-139703189
ANKDD1A	15:65226237-65243292
ANKDD1B	5:74907516-74966887
